,_state,id,book_id,books_count,isbn,author,original_publication_year,original_title,title,lang_code,average_rating,image_url,small_image_url,image
773,<django.db.models.base.ModelState object at 0x00000216581A4AC0>,893,870,37,1591169208,"Hiromu Arakawa, Akira Watanabe",2002,鋼の錬金術師 1,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",eng,4.49,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
774,<django.db.models.base.ModelState object at 0x00000216581A4B50>,894,64216,98,61020648,Terry Pratchett,1989,Guards! Guards!,"Guards! Guards! (Discworld, #8)",eng,4.32,https://images.gr-assets.com/books/1431127356m/64216.jpg,https://images.gr-assets.com/books/1431127356s/64216.jpg,https://images.gr-assets.com/books/1431127356m/64216.jpg
775,<django.db.models.base.ModelState object at 0x00000216581A4BE0>,895,7815,57,1400078431,Joan Didion,2005,The Year of Magical Thinking,The Year of Magical Thinking,eng,3.86,https://images.gr-assets.com/books/1327878638m/7815.jpg,https://images.gr-assets.com/books/1327878638s/7815.jpg,https://images.gr-assets.com/books/1327878638m/7815.jpg
776,<django.db.models.base.ModelState object at 0x00000216581A4C70>,897,112537,151,1857231589,Arthur C. Clarke,1973,Rendezvous with Rama,"Rendezvous with Rama (Rama, #1)",eng,4.06,https://images.gr-assets.com/books/1405456427m/112537.jpg,https://images.gr-assets.com/books/1405456427s/112537.jpg,https://images.gr-assets.com/books/1405456427m/112537.jpg
777,<django.db.models.base.ModelState object at 0x00000216581A4D00>,898,43758,100,345419626,Anne Rice,1988,The Queen of the Damned,"The Queen of the Damned (The Vampire Chronicles, #3)",eng,3.86,https://images.gr-assets.com/books/1327871992m/43758.jpg,https://images.gr-assets.com/books/1327871992s/43758.jpg,https://images.gr-assets.com/books/1327871992m/43758.jpg
778,<django.db.models.base.ModelState object at 0x00000216581A4D90>,900,61535,104,199291152,Richard Dawkins,1976,The Selfish Gene,The Selfish Gene,eng,4.11,https://images.gr-assets.com/books/1366758096m/61535.jpg,https://images.gr-assets.com/books/1366758096s/61535.jpg,https://images.gr-assets.com/books/1366758096m/61535.jpg
779,<django.db.models.base.ModelState object at 0x00000216581A4E20>,901,4965,20,142001430,Geraldine Brooks,2001,Year of Wonders: A Novel of the Plague,Year of Wonders,eng,4.0,https://images.gr-assets.com/books/1327936622m/4965.jpg,https://images.gr-assets.com/books/1327936622s/4965.jpg,https://images.gr-assets.com/books/1327936622m/4965.jpg
780,<django.db.models.base.ModelState object at 0x00000216581A4EB0>,902,32508,130,446612731,Michael Connelly,1992,The Black Echo,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",eng,4.08,https://images.gr-assets.com/books/1344265342m/32508.jpg,https://images.gr-assets.com/books/1344265342s/32508.jpg,https://images.gr-assets.com/books/1344265342m/32508.jpg
781,<django.db.models.base.ModelState object at 0x00000216581A4F40>,903,667,460,452281253,Ayn Rand,1938,Anthem,Anthem,eng,3.62,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
782,<django.db.models.base.ModelState object at 0x00000216581A4FD0>,904,10140661,50,1936305623,Sylvain Reynard,2011,Gabriel's Inferno,"Gabriel's Inferno (Gabriel's Inferno, #1)",eng,4.02,https://images.gr-assets.com/books/1301789770m/10140661.jpg,https://images.gr-assets.com/books/1301789770s/10140661.jpg,https://images.gr-assets.com/books/1301789770m/10140661.jpg
783,<django.db.models.base.ModelState object at 0x00000216581A70A0>,905,8073,28,689707495,"Judi Barrett, Ron Barrett",1978,Cloudy with a Chance of Meatballs,Cloudy With a Chance of Meatballs,eng,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
784,<django.db.models.base.ModelState object at 0x00000216581A7130>,906,6643090,65,1400068932,Helen Simonson,2010,Major Pettigrew's Last Stand,Major Pettigrew's Last Stand,eng,3.87,https://images.gr-assets.com/books/1320539020m/6643090.jpg,https://images.gr-assets.com/books/1320539020s/6643090.jpg,https://images.gr-assets.com/books/1320539020m/6643090.jpg
785,<django.db.models.base.ModelState object at 0x00000216581A71C0>,907,5598113,73,425227510,Nora Roberts,2009,Vision in White,"Vision in White (Bride Quartet, #1)",eng,4.1,https://images.gr-assets.com/books/1316972164m/5598113.jpg,https://images.gr-assets.com/books/1316972164s/5598113.jpg,https://images.gr-assets.com/books/1316972164m/5598113.jpg
786,<django.db.models.base.ModelState object at 0x00000216581A7250>,909,9067850,66,1423140567,Rick Riordan,2011,The Throne of Fire,"The Throne of Fire (Kane Chronicles, #2)",eng,4.2,https://images.gr-assets.com/books/1366227973m/9067850.jpg,https://images.gr-assets.com/books/1366227973s/9067850.jpg,https://images.gr-assets.com/books/1366227973m/9067850.jpg
787,<django.db.models.base.ModelState object at 0x00000216581A72E0>,910,51964,64,765348276,John Scalzi,2005,Old Man's War,"Old Man's War (Old Man's War, #1)",eng,4.23,https://images.gr-assets.com/books/1487044882m/51964.jpg,https://images.gr-assets.com/books/1487044882s/51964.jpg,https://images.gr-assets.com/books/1487044882m/51964.jpg
788,<django.db.models.base.ModelState object at 0x00000216581A7370>,911,32692,112,831727527,Stephen King,1992,Gerald's Game,Gerald's Game,eng,3.47,https://images.gr-assets.com/books/1297737756m/32692.jpg,https://images.gr-assets.com/books/1297737756s/32692.jpg,https://images.gr-assets.com/books/1297737756m/32692.jpg
789,<django.db.models.base.ModelState object at 0x00000216581A7400>,912,6427,76,140255559,Janet Evanovich,1996,Two for the Dough,"Two for the Dough (Stephanie Plum, #2)",eng,4.11,https://images.gr-assets.com/books/1330926461m/6427.jpg,https://images.gr-assets.com/books/1330926461s/6427.jpg,https://images.gr-assets.com/books/1330926461m/6427.jpg
790,<django.db.models.base.ModelState object at 0x00000216581A7490>,914,21611,98,60510862,Joe Haldeman,1974,The Forever War,"The Forever War (The Forever War, #1)",eng,4.15,https://images.gr-assets.com/books/1386852511m/21611.jpg,https://images.gr-assets.com/books/1386852511s/21611.jpg,https://images.gr-assets.com/books/1386852511m/21611.jpg
791,<django.db.models.base.ModelState object at 0x00000216581A7520>,915,10585,125,8497597729,"Stephen King, Bettina Blanch Tyroller",1994,Insomnia,Insomnia,spa,3.79,https://images.gr-assets.com/books/1354355494m/10585.jpg,https://images.gr-assets.com/books/1354355494s/10585.jpg,https://images.gr-assets.com/books/1354355494m/10585.jpg
792,<django.db.models.base.ModelState object at 0x00000216581A75B0>,916,7603,69,812971060,Azar Nafisi,2003,Reading Lolita in Tehran: A Memoir in Books,Reading Lolita in Tehran,eng,3.57,https://images.gr-assets.com/books/1397751318m/7603.jpg,https://images.gr-assets.com/books/1397751318s/7603.jpg,https://images.gr-assets.com/books/1397751318m/7603.jpg
793,<django.db.models.base.ModelState object at 0x00000216581A7640>,917,944073,82,575079797,Joe Abercrombie,2006,The Blade Itself,"The Blade Itself (The First Law, #1)",eng,4.14,https://images.gr-assets.com/books/1284167912m/944073.jpg,https://images.gr-assets.com/books/1284167912s/944073.jpg,https://images.gr-assets.com/books/1284167912m/944073.jpg
794,<django.db.models.base.ModelState object at 0x00000216581A76D0>,918,114955,121,786851473,Eoin Colfer,2002,The Arctic Incident,"The Arctic Incident (Artemis Fowl, #2)",eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
795,<django.db.models.base.ModelState object at 0x00000216581A7760>,919,7354,95,743225422,Annie Proulx,1993,The Shipping News,The Shipping News,eng,3.83,https://images.gr-assets.com/books/1469036074m/7354.jpg,https://images.gr-assets.com/books/1469036074s/7354.jpg,https://images.gr-assets.com/books/1469036074m/7354.jpg
796,<django.db.models.base.ModelState object at 0x00000216581A77F0>,920,22318578,94,1607747308,"Marie Kondō, Cathy Hirano",2011,人生がときめく片づけの魔法,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,https://images.gr-assets.com/books/1418767178m/22318578.jpg,https://images.gr-assets.com/books/1418767178s/22318578.jpg,https://images.gr-assets.com/books/1418767178m/22318578.jpg
797,<django.db.models.base.ModelState object at 0x00000216581A7880>,921,18460392,74,385755880,"Jennifer Niven, فرانک معنوی",2015,All the Bright Places,All the Bright Places,eng,4.19,https://images.gr-assets.com/books/1404331702m/18460392.jpg,https://images.gr-assets.com/books/1404331702s/18460392.jpg,https://images.gr-assets.com/books/1404331702m/18460392.jpg
798,<django.db.models.base.ModelState object at 0x00000216581A7910>,922,231604,95,671011367,Kathy Reichs,1997,Déjà Dead,"Déjà Dead (Temperance Brennan, #1)",eng,3.86,https://images.gr-assets.com/books/1334157601m/231604.jpg,https://images.gr-assets.com/books/1334157601s/231604.jpg,https://images.gr-assets.com/books/1334157601m/231604.jpg
799,<django.db.models.base.ModelState object at 0x00000216581A79A0>,923,17402605,85,552562521,Michael Scott,2007,The Alchemyst: The Secrets of The Immortal Nichola,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",eng,3.84,https://images.gr-assets.com/books/1361310229m/17402605.jpg,https://images.gr-assets.com/books/1361310229s/17402605.jpg,https://images.gr-assets.com/books/1361310229m/17402605.jpg
800,<django.db.models.base.ModelState object at 0x00000216581A7A30>,924,10964693,78,374203059,Jeffrey Eugenides,2011,The Marriage Plot,The Marriage Plot,eng,3.42,https://images.gr-assets.com/books/1328736940m/10964693.jpg,https://images.gr-assets.com/books/1328736940s/10964693.jpg,https://images.gr-assets.com/books/1328736940m/10964693.jpg
801,<django.db.models.base.ModelState object at 0x00000216581A7AC0>,925,16527,126,61120251,"Isabel Allende, Margaret Sayers Peden",1998,Hija de la fortuna,Daughter of Fortune,eng,3.89,https://images.gr-assets.com/books/1299666780m/16527.jpg,https://images.gr-assets.com/books/1299666780s/16527.jpg,https://images.gr-assets.com/books/1299666780m/16527.jpg
802,<django.db.models.base.ModelState object at 0x00000216581A7B50>,926,22609317,58,1476789630,Jessica Knoll,2015,Luckiest Girl Alive,Luckiest Girl Alive,eng,3.48,https://images.gr-assets.com/books/1425975301m/22609317.jpg,https://images.gr-assets.com/books/1425975301s/22609317.jpg,https://images.gr-assets.com/books/1425975301m/22609317.jpg
803,<django.db.models.base.ModelState object at 0x00000216581A7BE0>,927,270730,22,689865198,Ellen Hopkins,2004,"Crank (Crank, #1)","Crank (Crank, #1)",eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
804,<django.db.models.base.ModelState object at 0x00000216581A7C70>,928,17675462,64,545424925,Maggie Stiefvater,2012,The Raven Boys,"The Raven Boys (The Raven Cycle, #1)",eng,4.05,https://images.gr-assets.com/books/1477103737m/17675462.jpg,https://images.gr-assets.com/books/1477103737s/17675462.jpg,https://images.gr-assets.com/books/1477103737m/17675462.jpg
805,<django.db.models.base.ModelState object at 0x00000216581A7D00>,932,76865,63,66620996,James C. Collins,2001,Good to Great: Why Some Companies Make the Leap...,Good to Great: Why Some Companies Make the Leap... and Others Don't,eng,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
806,<django.db.models.base.ModelState object at 0x00000216581A7D90>,933,6137154,70,803734611,Kristin Cashore,2009,Fire,"Fire (Graceling Realm, #2)",en-US,4.12,https://images.gr-assets.com/books/1331535456m/6137154.jpg,https://images.gr-assets.com/books/1331535456s/6137154.jpg,https://images.gr-assets.com/books/1331535456m/6137154.jpg
807,<django.db.models.base.ModelState object at 0x00000216581A7E20>,935,43035,1085,439236193,Jack London,1906,White Fang,White Fang,eng,3.94,https://images.gr-assets.com/books/1475878443m/43035.jpg,https://images.gr-assets.com/books/1475878443s/43035.jpg,https://images.gr-assets.com/books/1475878443m/43035.jpg
808,<django.db.models.base.ModelState object at 0x00000216581A7EB0>,937,18116,81,440238609,Philip Pullman,2000,His Dark Materials,His Dark Materials (His Dark Materials #1-3),eng,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
809,<django.db.models.base.ModelState object at 0x00000216581A7F40>,938,16081272,61,1480095532,J.A. Redmerski,2012,The Edge of Never,"The Edge of Never (The Edge of Never, #1)",en-US,4.26,https://images.gr-assets.com/books/1358810128m/16081272.jpg,https://images.gr-assets.com/books/1358810128s/16081272.jpg,https://images.gr-assets.com/books/1358810128m/16081272.jpg
810,<django.db.models.base.ModelState object at 0x00000216581A7FD0>,940,18693716,88,525426582,Jojo Moyes,2014,The One Plus One,One Plus One,eng,3.94,https://images.gr-assets.com/books/1403185695m/18693716.jpg,https://images.gr-assets.com/books/1403185695s/18693716.jpg,https://images.gr-assets.com/books/1403185695m/18693716.jpg
811,<django.db.models.base.ModelState object at 0x00000216581AB0A0>,941,11899,138,312305060,Michael Cunningham,1998,The Hours,The Hours,en-US,3.91,https://images.gr-assets.com/books/1479663379m/11899.jpg,https://images.gr-assets.com/books/1479663379s/11899.jpg,https://images.gr-assets.com/books/1479663379m/11899.jpg
812,<django.db.models.base.ModelState object at 0x00000216581AB130>,942,15858248,34,1623420024,Alice Clayton,2012,Wallbanger,"Wallbanger (Cocktail, #1)",eng,4.1,https://images.gr-assets.com/books/1352205960m/15858248.jpg,https://images.gr-assets.com/books/1352205960s/15858248.jpg,https://images.gr-assets.com/books/1352205960m/15858248.jpg
813,<django.db.models.base.ModelState object at 0x00000216581AB1C0>,943,4136,42,316191299,David Sedaris,1997,Holidays on Ice,Holidays on Ice,eng,3.95,https://images.gr-assets.com/books/1328330843m/4136.jpg,https://images.gr-assets.com/books/1328330843s/4136.jpg,https://images.gr-assets.com/books/1328330843m/4136.jpg
814,<django.db.models.base.ModelState object at 0x00000216581AB250>,944,10584,132,451188462,Stephen King,1996,Desperation,Desperation,eng,3.8,https://images.gr-assets.com/books/1395764566m/10584.jpg,https://images.gr-assets.com/books/1395764566s/10584.jpg,https://images.gr-assets.com/books/1395764566m/10584.jpg
815,<django.db.models.base.ModelState object at 0x00000216581AB2E0>,945,9369720,66,385739168,Lauren Kate,2011,Passion,"Passion (Fallen, #3)",eng,3.89,https://images.gr-assets.com/books/1362339802m/9369720.jpg,https://images.gr-assets.com/books/1362339802s/9369720.jpg,https://images.gr-assets.com/books/1362339802m/9369720.jpg
816,<django.db.models.base.ModelState object at 0x00000216581AB370>,946,13089710,66,385742886,James Dashner,2012,The Kill Order,"The Kill Order (Maze Runner, #0.5)",eng,3.69,https://images.gr-assets.com/books/1330636153m/13089710.jpg,https://images.gr-assets.com/books/1330636153s/13089710.jpg,https://images.gr-assets.com/books/1330636153m/13089710.jpg
817,<django.db.models.base.ModelState object at 0x00000216581AB400>,948,187020,49,375726403,Richard Russo,2001,Empire Falls,Empire Falls,eng,3.91,https://images.gr-assets.com/books/1403184884m/187020.jpg,https://images.gr-assets.com/books/1403184884s/187020.jpg,https://images.gr-assets.com/books/1403184884m/187020.jpg
818,<django.db.models.base.ModelState object at 0x00000216581AB490>,949,13895,56,1857232097,Robert Jordan,1993,The Fires of Heaven,"The Fires of Heaven (Wheel of Time, #5)",en-US,4.13,https://images.gr-assets.com/books/1327866286m/13895.jpg,https://images.gr-assets.com/books/1327866286s/13895.jpg,https://images.gr-assets.com/books/1327866286m/13895.jpg
819,<django.db.models.base.ModelState object at 0x00000216581AB520>,950,20820994,71,803734964,Jandy Nelson,2014,I'll Give You the Sun,I'll Give You the Sun,eng,4.14,https://images.gr-assets.com/books/1496659336m/20820994.jpg,https://images.gr-assets.com/books/1496659336s/20820994.jpg,https://images.gr-assets.com/books/1496659336m/20820994.jpg
820,<django.db.models.base.ModelState object at 0x00000216581AB5B0>,952,9420,80,385338708,Sophie Kinsella,2007,Shopaholic and Baby,"Shopaholic & Baby (Shopaholic, #5)",eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
821,<django.db.models.base.ModelState object at 0x00000216581AB640>,953,5091,105,1416524525,Stephen King,2004,The Dark Tower,"The Dark Tower (The Dark Tower, #7)",en-US,4.27,https://images.gr-assets.com/books/1372296329m/5091.jpg,https://images.gr-assets.com/books/1372296329s/5091.jpg,https://images.gr-assets.com/books/1372296329m/5091.jpg
822,<django.db.models.base.ModelState object at 0x00000216581AB6D0>,954,6202690,14,316070521,Catherine Hardwicke,2009,Twilight Director's Notebook,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Me,en-US,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
823,<django.db.models.base.ModelState object at 0x00000216581AB760>,955,9418,93,440241812,Sophie Kinsella,2001,Shopaholic Abroad,"Shopaholic Takes Manhattan (Shopaholic, #2)",en-US,3.75,https://images.gr-assets.com/books/1266449959m/9418.jpg,https://images.gr-assets.com/books/1266449959s/9418.jpg,https://images.gr-assets.com/books/1266449959m/9418.jpg
824,<django.db.models.base.ModelState object at 0x00000216581AB7F0>,956,5544,97,393316041,Richard Feynman,1984,"Surely You're Joking, Mr. Feynman! Adventures of a","Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",en-US,4.29,https://images.gr-assets.com/books/1348445281m/5544.jpg,https://images.gr-assets.com/books/1348445281s/5544.jpg,https://images.gr-assets.com/books/1348445281m/5544.jpg
825,<django.db.models.base.ModelState object at 0x00000216581AB880>,957,6654313,76,545123283,Maggie Stiefvater,2010,Linger,"Linger (The Wolves of Mercy Falls, #2)",en-US,3.91,https://images.gr-assets.com/books/1292482391m/6654313.jpg,https://images.gr-assets.com/books/1292482391s/6654313.jpg,https://images.gr-assets.com/books/1292482391m/6654313.jpg
826,<django.db.models.base.ModelState object at 0x00000216581AB910>,959,7588,766,142437344,"James Joyce, Seamus Deane",1916,A Portrait of the Artist as a Young Man,A Portrait of the Artist as a Young Man,eng,3.6,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
827,<django.db.models.base.ModelState object at 0x00000216581AB9A0>,960,1166599,2,765302306,"Robert Jordan, Brandon Sanderson",2009,The Gathering Storm,"The Gathering Storm (Wheel of Time, #12)",eng,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
828,<django.db.models.base.ModelState object at 0x00000216581ABA30>,961,19089,665,451529170,"George Eliot, Michel Faber",1871,Middlemarch,Middlemarch,eng,3.93,https://images.gr-assets.com/books/1481264628m/19089.jpg,https://images.gr-assets.com/books/1481264628s/19089.jpg,https://images.gr-assets.com/books/1481264628m/19089.jpg
829,<django.db.models.base.ModelState object at 0x00000216581ABAC0>,964,30,74,345538374,J.R.R. Tolkien,1973,The Hobbit and The Lord of the Rings,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,eng,4.59,https://images.gr-assets.com/books/1346072396m/30.jpg,https://images.gr-assets.com/books/1346072396s/30.jpg,https://images.gr-assets.com/books/1346072396m/30.jpg
830,<django.db.models.base.ModelState object at 0x00000216581ABB50>,968,7968243,55,316001929,Stacy Schiff,2006,Cleopatra: A Life,Cleopatra: A Life,eng,3.62,https://images.gr-assets.com/books/1294098301m/7968243.jpg,https://images.gr-assets.com/books/1294098301s/7968243.jpg,https://images.gr-assets.com/books/1294098301m/7968243.jpg
831,<django.db.models.base.ModelState object at 0x00000216581ABBE0>,969,1911,83,374292795,Thomas L. Friedman,2005,The World Is Flat: A Brief History of the Twenty-f,The World Is Flat: A Brief History of the Twenty-first Century,en-US,3.66,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
832,<django.db.models.base.ModelState object at 0x00000216581ABC70>,970,17182126,64,385743564,Brandon Sanderson,2013,Steelheart,"Steelheart (The Reckoners, #1)",eng,4.16,https://images.gr-assets.com/books/1357576738m/17182126.jpg,https://images.gr-assets.com/books/1357576738s/17182126.jpg,https://images.gr-assets.com/books/1357576738m/17182126.jpg
833,<django.db.models.base.ModelState object at 0x00000216581ABD00>,972,32829,1363,553213970,Jules Verne,1864,Voyage au centre de la Terre,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",eng,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
834,<django.db.models.base.ModelState object at 0x00000216581ABD90>,973,6398634,73,61583251,Gretchen Rubin,2009,The Happiness Project,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight ",eng,3.57,https://images.gr-assets.com/books/1256849491m/6398634.jpg,https://images.gr-assets.com/books/1256849491s/6398634.jpg,https://images.gr-assets.com/books/1256849491m/6398634.jpg
835,<django.db.models.base.ModelState object at 0x00000216581ABE20>,974,216363,196,679740678,Philip K. Dick,1962,The Man in the High Castle,The Man in the High Castle,eng,3.66,https://images.gr-assets.com/books/1448756803m/216363.jpg,https://images.gr-assets.com/books/1448756803s/216363.jpg,https://images.gr-assets.com/books/1448756803m/216363.jpg
836,<django.db.models.base.ModelState object at 0x00000216581ABEB0>,975,105992,52,393322238,"Vincent Bugliosi, Curt Gentry",1974,Helter Skelter: The True Story of The Manson Murde,Helter Skelter: The True Story of the Manson Murders,en-GB,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
837,<django.db.models.base.ModelState object at 0x00000216581ABF40>,978,11559200,64,670023485,Deborah Harkness,2012,Shadow of Night,"Shadow of Night (All Souls Trilogy, #2)",eng,4.04,https://images.gr-assets.com/books/1320604137m/11559200.jpg,https://images.gr-assets.com/books/1320604137s/11559200.jpg,https://images.gr-assets.com/books/1320604137m/11559200.jpg
838,<django.db.models.base.ModelState object at 0x00000216581ABFD0>,979,18816603,64,345544927,Jodi Picoult,2014,Leaving Time,Leaving Time,eng,3.94,https://images.gr-assets.com/books/1394487223m/18816603.jpg,https://images.gr-assets.com/books/1394487223s/18816603.jpg,https://images.gr-assets.com/books/1394487223m/18816603.jpg
839,<django.db.models.base.ModelState object at 0x00000216581AE0A0>,980,71811,48,441013813,Patricia Briggs,2006,Moon Called,"Moon Called (Mercy Thompson, #1)",eng,4.18,https://images.gr-assets.com/books/1272070347m/71811.jpg,https://images.gr-assets.com/books/1272070347s/71811.jpg,https://images.gr-assets.com/books/1272070347m/71811.jpg
840,<django.db.models.base.ModelState object at 0x00000216581AE130>,981,872333,47,786838922,Melissa de la Cruz,2006,Blue Bloods,"Blue Bloods (Blue Bloods, #1)",en-US,3.68,https://images.gr-assets.com/books/1322281515m/872333.jpg,https://images.gr-assets.com/books/1322281515s/872333.jpg,https://images.gr-assets.com/books/1322281515m/872333.jpg
841,<django.db.models.base.ModelState object at 0x00000216581AE1C0>,982,40024,70,812976142,Caleb Carr,1994,The Alienist,"The Alienist (Dr. Laszlo Kreizler, #1)",eng,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
842,<django.db.models.base.ModelState object at 0x00000216581AE250>,983,25489625,36,812993543,Ta-Nehisi Coates,2015,Between the World and Me,Between the World and Me,eng,4.4,https://images.gr-assets.com/books/1451435027m/25489625.jpg,https://images.gr-assets.com/books/1451435027s/25489625.jpg,https://images.gr-assets.com/books/1451435027m/25489625.jpg
843,<django.db.models.base.ModelState object at 0x00000216581AE2E0>,984,15997,819,140424393,"John Milton, John      Leonard",1667,Paradise Lost,Paradise Lost,eng,3.8,https://images.gr-assets.com/books/1455618673m/15997.jpg,https://images.gr-assets.com/books/1455618673s/15997.jpg,https://images.gr-assets.com/books/1455618673m/15997.jpg
844,<django.db.models.base.ModelState object at 0x00000216581AE370>,985,6463967,57,393072231,Michael   Lewis,2009,The Big Short: Inside the Doomsday Machine,The Big Short: Inside the Doomsday Machine,en-US,4.26,https://images.gr-assets.com/books/1453470736m/6463967.jpg,https://images.gr-assets.com/books/1453470736s/6463967.jpg,https://images.gr-assets.com/books/1453470736m/6463967.jpg
845,<django.db.models.base.ModelState object at 0x00000216581AE400>,987,8621462,138,1406311529,"Patrick Ness, Jim Kay, Siobhan Dowd",2011, A Monster Calls ,A Monster Calls,eng,4.36,https://images.gr-assets.com/books/1485991317m/8621462.jpg,https://images.gr-assets.com/books/1485991317s/8621462.jpg,https://images.gr-assets.com/books/1485991317m/8621462.jpg
846,<django.db.models.base.ModelState object at 0x00000216581AE490>,988,8253920,39,765325942,"Robert Jordan, Brandon Sanderson",2010,Towers of Midnight,"Towers of Midnight (Wheel of Time, #13)",en-US,4.42,https://images.gr-assets.com/books/1358109459m/8253920.jpg,https://images.gr-assets.com/books/1358109459s/8253920.jpg,https://images.gr-assets.com/books/1358109459m/8253920.jpg
847,<django.db.models.base.ModelState object at 0x00000216581AE520>,989,540020,170,553266306,Frederick Forsyth,1971,The Day of the Jackal,The Day of the Jackal,eng,4.25,https://images.gr-assets.com/books/1405364996m/540020.jpg,https://images.gr-assets.com/books/1405364996s/540020.jpg,https://images.gr-assets.com/books/1405364996m/540020.jpg
